gameId,gameConfig,start,end,text,speaker,trial,role,echo,description
8Pg9tqNTkvAHXD4YW,game66,224.06,226.06,"Yeah, it's hard.",id118,NA,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,254.06,260.06,"Sorry, my game just messed up a little bit, but I think I fixed it.",R,NA,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,264.06,265.06,Okay.,R,NA,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,269.06,272.06,But thank you guys for being so patient. I really appreciate it.,R,NA,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,276.06,279.06,"Okay, great. So who was the black box?",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,279.06,280.06,Me!,id118,0,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,280.06,283.06,"That means you're the teller, and that means you're the guessers.",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,283.06,285.06,So you get to hold Smurphy and help him guess.,R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,285.06,289.06,"So [id118], do you want to tell [id120] what you see in the black box?",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,289.06,290.06,What do you say?,id118,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,290.06,293.06,Do you want to tell Josiah what you see in the black box?,R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,293.06,294.06,No.,id118,0,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,294.06,298.06,"To play my game, if you want to help Josiah win and you want to help Smurphy guess,",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,298.06,300.06,you have to say what you see in the black box.,R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,300.06,308.06,I see a banana in the black box.,id118,0,S,NA,a banana
8Pg9tqNTkvAHXD4YW,game66,308.06,313.06,"I can't help you, but if you heard that, they can't touch a Josiah.",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,313.06,317.06,I heard a dinging,id120,0,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,317.06,324.06,"Oh, do you want to repeat what you said, like what you saw in the black box to [id120] so that he can guess based on what you said?",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,324.06,328.06,I see banana in the black box.,id118,0,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,328.06,332.06,"Okay, so now touch your guess based on that, [id120].",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,332.06,337.06,"Like, [id118] told you what he saw in the black box, and now you",R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,337.06,341.06,try to match the picture by touching it.,R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,345.06,348.06,Try touching again.,R,0,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,349.06,352.06,"Great, you got a smily face. That means you guess correctly.",R,1,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,352.06,357.06,Now it's your turn to tell [id118] what you see in the black box,R,1,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,357.06,362.06,Uh... I see a bird in the black box.,id120,1,S,NA,a bird
8Pg9tqNTkvAHXD4YW,game66,362.06,366.06,"Yay! Okay, you guys are helping Smurphy guess.",R,2,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,366.06,371.06,I see a boat in the black box.,id118,2,S,NA,A boat
8Pg9tqNTkvAHXD4YW,game66,371.06,384.06,"Okay, now we can pass Smurphy to [id118]",R,3,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,384.06,391.06,I see a tree in the black box. A tree,id120,3,S,NA,A tree
8Pg9tqNTkvAHXD4YW,game66,391.06,392.06,Yay!,T,3,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,392.06,393.06,Yay!,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,393.06,398.06,I think that hard.,id120,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,398.06,401.06,"Oh wait, you don't have the black box.",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,401.06,403.06,[id118] has the black box.,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,403.06,405.06,Which one's that?,id118,4,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,405.06,409.06,It's okay. Just try your best to describe what you see.,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,409.06,416.06,"It's okay, [id118], is there anything about a picture that you can tell [id120]?",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,416.06,417.06,"It's okay, [id118].",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,417.06,434.06,"Just try your best, anything, like maybe what it looks like?",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,434.06,441.06,Frowny face? Is that frowny face? What is that?,id120,4,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,441.06,444.06,"Oh, [id118]!",id120,4,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,444.06,446.06,"It's okay [id118], just try your best.",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,446.06,450.06,Does anything about the picture stand up to you?,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,450.06,452.06,Look at it. It's this one,id118,4,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,452.06,454.06,"Yeah, I see.",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,454.06,456.06,But do you want to say anything about the picture?,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,456.06,461.06,"Maybe like the shapes or anything about the picture, what it may look like,",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,461.06,463.06,to [id120].,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,463.06,465.06,[id120]?,id118,4,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,465.06,467.06,What?,id120,4,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,467.06,472.06,Did you know that this one actually has triangle feet?,id118,4,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,472.06,475.06,"Oh, you can't look at it at [id120], but...",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,475.06,478.06,"Oh, I see it.",id120,4,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,478.06,481.06,This one?,id120,4,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,481.06,487.06,"Okay, you can't look at each other screens, but when you think you have a guess, you can just click it, [id120].",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,487.06,490.06,I don't know.,id120,4,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,490.06,497.06,"[id118], do you want to repeat what you said so that you can guess, [id120]?",R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,497.06,500.06,"[id120], it's triangle feet",id118,4,S,NA,triangle feet
8Pg9tqNTkvAHXD4YW,game66,500.06,504.06,So just pick your best guess [id120].,R,4,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,504.06,507.06,"Great, you picked it right.",R,5,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,507.06,519.06,"Do you wannna say, [id118], what you see in the black box, [id10]?",R,5,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,519.06,526.06,I see a person with triangle feet walking.,id120,5,S,NA,A person with triangle feet walking
8Pg9tqNTkvAHXD4YW,game66,526.06,529.06,Great.,R,6,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,529.06,540.06,I see a person holding a sandwich in the black box.,id118,6,S,NA,a person holding a sandwich
8Pg9tqNTkvAHXD4YW,game66,540.06,545.06,Wow. You guys are helping Smurphy for you so much.,R,7,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,552.06,553.06,I see...,id120,7,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,553.06,555.06,It's the same!,id118,7,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,555.06,556.06,I see...,id120,7,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,556.06,559.06,Uh...,id120,7,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,559.06,562.06,"Kinda looks like a boat, again",id120,7,S,NA,A boat
8Pg9tqNTkvAHXD4YW,game66,562.06,566.06,You don't click.,R,7,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,566.06,567.06,Okay.,R,8,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,567.06,568.06,Nice job.,R,8,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,568.06,571.06,It's the same again,id118,8,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,568.06,571.06,But do you want to tell [id120] what you see?,R,8,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,571.06,574.06,"It has triangle feet again, [id120].",id118,8,S,NA,has triangle feet
8Pg9tqNTkvAHXD4YW,game66,574.06,575.06,This one?,id120,8,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,575.06,577.06,I think so.,id118,8,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,577.06,579.06,Yay!,R,9,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,583.06,590.06,I see somebody with triangle feet and holding a sandwich in their hands.,id120,9,S,NA,someone with triangle feet holding a sandiwch in their hands
8Pg9tqNTkvAHXD4YW,game66,590.06,592.06,Yay!,T,10,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,592.06,597.06,I see a boat.,id118,10,S,NA,A boat with a diamon board
8Pg9tqNTkvAHXD4YW,game66,597.06,604.06,with a diamond board,id118,10,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,604.06,605.06,Yay!,T,11,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,605.06,608.06,Im the best player,id120,11,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,608.06,611.06,What?,id120,11,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,611.06,617.06,Do you want to tell [id118] what you see in the black box?,R,11,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,617.06,622.06,A person walking with triangle feet.,id120,11,S,NA,A person walking with triangle feet
8Pg9tqNTkvAHXD4YW,game66,622.06,624.06,What?,id118,11,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,624.06,626.06,Nice.,R,12,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,626.06,627.06,Oh. Thank you,R,12,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,627.06,643.06,I see a person with a sandwich... with a sandwich in his hand.,id118,12,S,NA,A person with a sandwich in his hand
8Pg9tqNTkvAHXD4YW,game66,643.06,645.06,Nice.,R,13,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,645.06,652.06,I see a person walking with triangle feet in... in the box,id120,13,S,NA,A person walking with triangle feet
8Pg9tqNTkvAHXD4YW,game66,655.06,656.06,Yay.,R,14,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,656.06,669.06,I see a boat with a diving board in the box.,id118,14,S,NA,A boat with a diving board
8Pg9tqNTkvAHXD4YW,game66,669.06,674.06,"Great job, Guys.",R,15,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,674.06,677.06,Smurphy's so happy.,R,15,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,677.06,679.06,I see...,id120,15,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,679.06,686.06,A person with triangle feet,id120,15,S,NA,A person with triangle feet
8Pg9tqNTkvAHXD4YW,game66,686.06,691.06,"Oh, that's okay.",R,16,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,691.06,697.06,"Well, he, well, this one actually did have triangle feet",id118,16,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,697.06,700.06,It's okay. We can just keep going.,R,16,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,700.06,702.06,Yeah.,R,16,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,702.06,706.06,"Do you want to say what you see in the black box, [id118]?",R,16,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,707.06,708.06,Nobody wants...,id120,16,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,708.06,709.06,Nobody wants...,id120,16,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,709.06,711.06,to leave nobody.,id120,16,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,711.06,716.06,I see... a person with triangle feet in the box.,id118,16,S,NA,A person with triangle feet
8Pg9tqNTkvAHXD4YW,game66,720.06,726.06,"I just pressed something, but it didn't work.",id120,17,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,726.06,730.06,"Oh, you tell, you have the block box, you're telling [id120] what you see.",R,17,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,730.06,731.06,Ah.,id120,17,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,731.06,738.06,"I see a boat with a triangle,",id120,17,S,NA,A boat with a triangle
8Pg9tqNTkvAHXD4YW,game66,738.06,741.06,On its... back,id120,17,S,NA,NA
8Pg9tqNTkvAHXD4YW,game66,741.06,745.06,Yay.,R,18,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,745.06,755.06,I see a person holding a square on its nose,id118,18,S,NA,A person holding a square on its nose
8Pg9tqNTkvAHXD4YW,game66,755.06,757.06,This?,id120,18,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,757.06,759.06,This?,id120,18,L,NA,NA
8Pg9tqNTkvAHXD4YW,game66,759.06,763.06,"Oh, I can't help you, but just make your best guess.",R,18,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,763.06,765.06,Nice.,R,19,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,765.06,772.06,I see a person with triangle feet.,id120,19,S,NA,A person with triangle feet
8Pg9tqNTkvAHXD4YW,game66,772.06,778.06,"Oh, it's okay, it's okay.",R,19,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,778.06,781.06,"Great job guys, he finished the matching game.",R,19,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,781.06,784.06,Smurphy is so happy. He says thank you.,R,19,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,784.06,785.06,Alright.,R,19,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,785.06,789.06,Thank you guys so much for playing my game.,R,19,NA,NA,NA
8Pg9tqNTkvAHXD4YW,game66,789.06,792.06,Now we can just play your name text back on.,R,19,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,0,3,"Alright, now you're on camera.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,3,7,"And if at any point you want to leave the game room, you just let me know, okay?",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,7,8,Alright.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,8,13,"So today, we're going to be playing a fun matching game.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,13,17,"But before that, we're going to get practice touching our iPads or playing a game with popping bubbles.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,17,18,So...,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,18,20,How do you play popping bubbles?,id121,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,20,23,"Okay, so you're going to tap the blue button on your screen.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,23,27,"And then with every ob we see you, you're just going to touch it so that you can pop all of them.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,27,31,"So you can touch the blue button, [id122].",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,31,41,All of them.,id122,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,41,43,You can just have your face once.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,43,44,He isn't doing it.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,44,47,"Oh, nice. That means you did it. Good job.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,47,49,Now we're just going to wait for [id122] to finish.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,49,52,"Great job. Okay, you guys, great job with you guys.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,52,53,Great job.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,53,60,"iPads. Okay, now I'm going to explain the matching game. Now, in the matching game, we're going to help Smurphy.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,60,62,This is Smurphy. Do you want to say hi?,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,62,63,Hi.,id121,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,63,64,Hi.,id122,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,64,65,Hi.,id121,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,65,68,Alright. So you're helping out Smurphy.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,68,76,"Now, on your screens, you're each going to see two pictures. For one of you, you'll have a picture inside of a black box.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,76,81.84,It's Smurphy's job to guess which pictures inside of the black box and he needs your help.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,81.84,85.92,"Now, if you have the black box, that means you're the teller.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,85.92,91.6,It is your job to tell Smurphy what you see inside of the black box so you can guess.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,91.6,97.44,"Now, if you don't have the black box, that means you're the guesser and you're holding Smurphy.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,97.44,99.6,It's your job to help Smurphy guess.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,99.6,102.54,"When you think you know what picture is inside of the black box,",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,102.82,106.2,you're going to tap it on your screen to help Smurphy Guess.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,106.96,109.46,I can't remember all of that.,id122,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,109.72,111.76,It's okay. We'll learn as we play.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,112.32,114.12,So let's not touch the iPad right now.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,114.3,115.74,We're going to focus on my instructions.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,116.24,116.9,"Yeah, that's your iPad.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,117.62,122.18,"So if you guess correctly, you're going to get a smiley face.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,122.18,125.74,"But if you guess incorrectly, you're going to get a frowny face.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,125.74,128.28,But that's okay because we have a lot of times.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,128.28,130.92,We have a lot of turns to help off Smurphy.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,130.92,134.42,"Now, again, if you have the black box, what are you?",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,137.38,138.22,What?,id121,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,138.22,140.76,"If you have the black box, what's your job?",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,140.76,141.76,Are you telling Smurphy?,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,141.76,143.26,Are you guessing for Smurphy?,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,143.26,144.56,I'm telling you.,id122,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,144.56,147.22,"Exactly, you're the teller if you have the black box.",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,147.22,150.06,"So that means if you don't have the black box, what are you doing?",R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,150.06,151.26,Guessing.,id122,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,151.26,153.26,So you can press the blue buttons on your screen.,R,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,153.26,157.26,Is it starting?,id121,NA,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,161.26,163.26,"Alright, now who is the black box?",R,0,NA,NA,N/A
D6vdTyHjB9pWy9oTk,game67,163.26,164.26,I'm the box.,id122,0,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,164.26,165.26,"Alright, that means you're the teller.",R,0,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,165.26,170.26,"Oh, don't touch it until [id122] tells you when he sees in the black box, okay?",R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,170.26,172.26,You have to wait until [id122] tells.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,172.26,175.26,"Okay, so now you're gonna hold Smurphy",R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,175.26,180.26,"Now, can you, [id121], can you tell [id122] what you see in the black box?",R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,180.26,181.26,Eagle.,id122,1,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,181.26,182.26,"Oh wait, no.",R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,182.26,191.26,You're telling [id122] what you see the black box.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,191.26,194.26,You're going to tell him what you see it in the black box.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,194.26,195.26,Dog.,id121,1,S,NA,dog
D6vdTyHjB9pWy9oTk,game67,195.26,196.26,Yeah.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,196.26,199.26,Then what do I press?...,id121,1,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,199.26,203.26,"Whenever you have the black box, you're the teller, so you don't press anything.",R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,203.26,205.26,Now [id122] guesses based on what he told you.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,205.26,207.26,So did you hear what [id121] said?,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,207.26,208.26,Yeah.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,208.26,209.26,So now you guess because of what he told you.,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,211.26,212.26,Dog.,id122,1,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,212.26,215.26,Do you want to touch that on your screen?,R,1,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,215.26,216.26,Great job.,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,216.26,218.26,So that means you guessed correctly.,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,218.26,220.26,"Okay, and now you trade.",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,220.26,222.26,So don't touch it yet.,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,222.26,225.26,"Wait for [id122] to tell you what he sees in the black box,",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,225.26,228.26,then you're going to guess based on what he tells you.,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,228.26,230.26,"So what's he seen in the black box, [id122]?",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,230.26,233.26,"Um, house.",id122,2,S,NA,House
D6vdTyHjB9pWy9oTk,game67,233.26,234.26,And a boat.,id121,2,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,234.26,235.26,Yeah.,id122,2,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,235.26,238.4,"But no, he's only saying what he says in the black box.",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,238.54,239.54,so you touch which one,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,239.7,240.66,What black box?,id121,2,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,241.1,242.6,So do I touch this?,id122,2,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,242.78,243.98,"No, you're...",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,243.98,248.28,"Okay, so again, you're going to tell [id121] what you see in the black box,",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,248.66,250.92,and then [id121] is  going to touch what you say.,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,251.72,254.46,"So want to repeat what you said, what you see in the black box?",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,258.12,259.96,"You already said it, you can just say it again.",R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,261.56,261.92,House,id122,2,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,261.92,263.02,Okay.,R,2,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,264.32,265.24,Great job.,R,3,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,265.24,268.24,It's said yay for me.,id122,3,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,268.24,274.24,I see a tree in the black box.,id121,3,S,NA,a tree
D6vdTyHjB9pWy9oTk,game67,274.24,277.24,"Well, I still remember that.",id122,3,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,277.24,280.24,"Press, press tree!",id121,3,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,280.24,282.24,Great job.,R,4,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,282.24,288.24,Tell me what you see.,id121,4,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,288.24,292.24,I see a person in it.,id122,4,S,NA,A person
D6vdTyHjB9pWy9oTk,game67,292.24,294.24,Great job.,R,5,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,294.24,299.24,What do you see?,id121,5,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,299.24,303.24,I don't have any box.,id122,5,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,303.24,307.24,"I see, um, person.",id121,5,S,NA,Person
D6vdTyHjB9pWy9oTk,game67,307.24,311.24,I remember that.,id122,5,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,311.24,313.24,So I have to...,id122,5,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,313.24,315.24,Press!,id121,5,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,315.24,316.24,Yay!,R,5,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,316.24,319.24,Smurphy is so happy.,R,6,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,319.24,321.24,I see...,id121,6,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,321.24,323.24,"Oh wait, no, you don't have the black box.",R,6,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,323.24,324.24,[id122] has the black box.,R,6,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,324.24,326.24,It's a racecar,id122,6,S,NA,a racecar
D6vdTyHjB9pWy9oTk,game67,326.24,328.24,This?,id121,6,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,330.24,332.24,Yay!,T,6,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,332.24,334.24,Yeah!,R,7,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,334.24,339.24,Tell me what you have.,id122,7,L,NA,NA
D6vdTyHjB9pWy9oTk,game67,339.24,341.24,I have.,id121,7,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,341.24,344.24,What is this called?,id121,7,S,NA,NA
D6vdTyHjB9pWy9oTk,game67,344.24,347.24,"Oh, just try your best to tell [id122] what you see.",R,7,NA,NA,NA
D6vdTyHjB9pWy9oTk,game67,347.24,350.24,I think it's a human.,id121,7,S,NA,a human
