target,distractor,trialNum,targetNum,repNum,response,correct,time,listener,speaker,gameId,game
bunny,baby,17,1,3,bunny,true,25671,id232,id231,gh5m6L567Rj8kDBb7,game73
dancer,baby,18,2,3,baby,false,57288,id231,id232,gh5m6L567Rj8kDBb7,game73
zombie,dancer,19,3,3,zombie,true,27836,id232,id231,gh5m6L567Rj8kDBb7,game73
banana,apple,0,0,NA,banana,true,19527,id233,id234,eYARBXoqF7mdFzui6,game74
bird,dog,1,1,NA,bird,true,23087,id234,id233,eYARBXoqF7mdFzui6,game74
lemon,star,2,2,NA,lemon,true,52037,id233,id234,eYARBXoqF7mdFzui6,game74
crown,pinwheel,3,3,NA,crown,true,9242,id234,id233,eYARBXoqF7mdFzui6,game74
bunny,zombie,4,0,0,zombie,false,22919,id233,id234,eYARBXoqF7mdFzui6,game74
baby,bunny,5,1,0,baby,true,60827,id234,id233,eYARBXoqF7mdFzui6,game74
zombie,dancer,6,2,0,zombie,true,12788,id233,id234,eYARBXoqF7mdFzui6,game74
dancer,baby,7,3,0,dancer,true,62628,id234,id233,eYARBXoqF7mdFzui6,game74
baby,dancer,8,0,1,baby,true,33009,id233,id234,eYARBXoqF7mdFzui6,game74
dancer,bunny,9,1,1,dancer,true,19353,id234,id233,eYARBXoqF7mdFzui6,game74
bunny,baby,10,2,1,bunny,true,358,id233,id234,eYARBXoqF7mdFzui6,game74
zombie,baby,11,3,1,zombie,true,16696,id234,id233,eYARBXoqF7mdFzui6,game74
dancer,baby,12,0,2,baby,false,17088,id233,id234,eYARBXoqF7mdFzui6,game74
zombie,baby,13,1,2,zombie,true,13889,id234,id233,eYARBXoqF7mdFzui6,game74
bunny,dancer,14,2,2,bunny,true,14713,id233,id234,eYARBXoqF7mdFzui6,game74
baby,bunny,15,3,2,baby,true,11398,id234,id233,eYARBXoqF7mdFzui6,game74
bunny,baby,16,0,3,NA,false,NA,id233,id234,eYARBXoqF7mdFzui6,game74
zombie,baby,17,1,3,zombie,true,133483,id234,id233,eYARBXoqF7mdFzui6,game74
baby,dancer,18,2,3,dancer,false,154997,id233,id234,eYARBXoqF7mdFzui6,game74
dancer,bunny,19,3,3,NA,false,NA,id234,id233,eYARBXoqF7mdFzui6,game74
banana,apple,0,0,NA,banana,true,17483,id238,id237,7f52Qvo3WtHSDBBiT,game76
dog,bird,1,1,NA,dog,true,9300,id237,id238,7f52Qvo3WtHSDBBiT,game76
star,lemon,2,2,NA,star,true,14716,id238,id237,7f52Qvo3WtHSDBBiT,game76
pinwheel,crown,3,3,NA,pinwheel,true,21781,id237,id238,7f52Qvo3WtHSDBBiT,game76
baby,bunny,4,0,0,baby,true,17234,id238,id237,7f52Qvo3WtHSDBBiT,game76
bunny,zombie,5,1,0,zombie,false,13704,id237,id238,7f52Qvo3WtHSDBBiT,game76
zombie,baby,6,2,0,zombie,true,11333,id238,id237,7f52Qvo3WtHSDBBiT,game76
dancer,zombie,7,3,0,dancer,true,40607,id237,id238,7f52Qvo3WtHSDBBiT,game76
zombie,dancer,8,0,1,zombie,true,12153,id238,id237,7f52Qvo3WtHSDBBiT,game76
dancer,zombie,9,1,1,zombie,false,8503,id237,id238,7f52Qvo3WtHSDBBiT,game76
baby,bunny,10,2,1,baby,true,12304,id238,id237,7f52Qvo3WtHSDBBiT,game76
bunny,baby,11,3,1,bunny,true,7351,id237,id238,7f52Qvo3WtHSDBBiT,game76
dancer,bunny,12,0,2,dancer,true,8653,id238,id237,7f52Qvo3WtHSDBBiT,game76
baby,dancer,13,1,2,baby,true,4732,id237,id238,7f52Qvo3WtHSDBBiT,game76
zombie,dancer,14,2,2,zombie,true,7760,id238,id237,7f52Qvo3WtHSDBBiT,game76
bunny,dancer,15,3,2,bunny,true,5995,id237,id238,7f52Qvo3WtHSDBBiT,game76
baby,dancer,16,0,3,baby,true,5459,id238,id237,7f52Qvo3WtHSDBBiT,game76
zombie,dancer,17,1,3,zombie,true,5438,id237,id238,7f52Qvo3WtHSDBBiT,game76
bunny,baby,18,2,3,bunny,true,4141,id238,id237,7f52Qvo3WtHSDBBiT,game76
dancer,zombie,19,3,3,zombie,false,19380,id237,id238,7f52Qvo3WtHSDBBiT,game76
banana,apple,0,0,NA,banana,true,17041,id240,id239,cpaM8z4mzevNTgp9W,game77
bird,dog,1,1,NA,bird,true,20235,id239,id240,cpaM8z4mzevNTgp9W,game77
star,lemon,2,2,NA,lemon,false,51763,id240,id239,cpaM8z4mzevNTgp9W,game77
crown,pinwheel,3,3,NA,crown,true,21321,id239,id240,cpaM8z4mzevNTgp9W,game77
bunny,dancer,4,0,0,dancer,false,12029,id240,id239,cpaM8z4mzevNTgp9W,game77
baby,zombie,5,1,0,baby,true,15684,id239,id240,cpaM8z4mzevNTgp9W,game77
dancer,zombie,6,2,0,zombie,false,13111,id240,id239,cpaM8z4mzevNTgp9W,game77
zombie,dancer,7,3,0,zombie,true,38806,id239,id240,cpaM8z4mzevNTgp9W,game77
zombie,baby,8,0,1,zombie,true,19836,id240,id239,cpaM8z4mzevNTgp9W,game77
dancer,zombie,9,1,1,dancer,true,3831,id239,id240,cpaM8z4mzevNTgp9W,game77
bunny,dancer,10,2,1,bunny,true,12953,id240,id239,cpaM8z4mzevNTgp9W,game77
baby,zombie,11,3,1,baby,true,11251,id239,id240,cpaM8z4mzevNTgp9W,game77
bunny,zombie,12,0,2,bunny,true,8279,id240,id239,cpaM8z4mzevNTgp9W,game77
zombie,dancer,13,1,2,zombie,true,9711,id239,id240,cpaM8z4mzevNTgp9W,game77
baby,zombie,14,2,2,baby,true,5017,id240,id239,cpaM8z4mzevNTgp9W,game77
dancer,bunny,15,3,2,dancer,true,18039,id239,id240,cpaM8z4mzevNTgp9W,game77
zombie,baby,16,0,3,zombie,true,14992,id240,id239,cpaM8z4mzevNTgp9W,game77
baby,dancer,17,1,3,baby,true,4748,id239,id240,cpaM8z4mzevNTgp9W,game77
dancer,baby,18,2,3,dancer,true,11716,id240,id239,cpaM8z4mzevNTgp9W,game77
bunny,baby,19,3,3,bunny,true,8367,id239,id240,cpaM8z4mzevNTgp9W,game77
banana,apple,0,0,NA,banana,true,15776,id243,id244,NFd7tdjLvdX2zjRNZ,game79
bird,dog,1,1,NA,bird,true,22170,id244,id243,NFd7tdjLvdX2zjRNZ,game79
star,lemon,2,2,NA,star,true,23766,id243,id244,NFd7tdjLvdX2zjRNZ,game79
crown,pinwheel,3,3,NA,pinwheel,false,9015,id244,id243,NFd7tdjLvdX2zjRNZ,game79
zombie,baby,4,0,0,zombie,true,43967,id243,id244,NFd7tdjLvdX2zjRNZ,game79
baby,zombie,5,1,0,baby,true,34975,id244,id243,NFd7tdjLvdX2zjRNZ,game79
bunny,dancer,6,2,0,bunny,true,10473,id243,id244,NFd7tdjLvdX2zjRNZ,game79
dancer,baby,7,3,0,dancer,true,5470,id244,id243,NFd7tdjLvdX2zjRNZ,game79
baby,dancer,8,0,1,baby,true,19078,id243,id244,NFd7tdjLvdX2zjRNZ,game79
bunny,zombie,9,1,1,bunny,true,24367,id244,id243,NFd7tdjLvdX2zjRNZ,game79
dancer,bunny,10,2,1,dancer,true,21197,id243,id244,NFd7tdjLvdX2zjRNZ,game79
zombie,bunny,11,3,1,zombie,true,16590,id244,id243,NFd7tdjLvdX2zjRNZ,game79
dancer,baby,12,0,2,dancer,true,40853,id243,id244,NFd7tdjLvdX2zjRNZ,game79
zombie,bunny,13,1,2,bunny,false,43944,id244,id243,NFd7tdjLvdX2zjRNZ,game79
bunny,dancer,14,2,2,bunny,true,17295,id243,id244,NFd7tdjLvdX2zjRNZ,game79
baby,zombie,15,3,2,baby,true,12577,id244,id243,NFd7tdjLvdX2zjRNZ,game79
zombie,baby,16,0,3,zombie,true,18754,id243,id244,NFd7tdjLvdX2zjRNZ,game79
baby,dancer,17,1,3,baby,true,10440,id244,id243,NFd7tdjLvdX2zjRNZ,game79
bunny,zombie,18,2,3,bunny,true,16340,id243,id244,NFd7tdjLvdX2zjRNZ,game79
dancer,baby,19,3,3,dancer,true,17174,id244,id243,NFd7tdjLvdX2zjRNZ,game79
banana,apple,0,0,NA,banana,true,21687,id245,id246,DL7ddsvxyC39tP4TL,game80
dog,bird,1,1,NA,dog,true,9309,id246,id245,DL7ddsvxyC39tP4TL,game80
lemon,star,2,2,NA,lemon,true,42575,id245,id246,DL7ddsvxyC39tP4TL,game80
pinwheel,crown,3,3,NA,pinwheel,true,7637,id246,id245,DL7ddsvxyC39tP4TL,game80
bunny,zombie,4,0,0,bunny,true,5734,id245,id246,DL7ddsvxyC39tP4TL,game80
dancer,bunny,5,1,0,dancer,true,15630,id246,id245,DL7ddsvxyC39tP4TL,game80
zombie,dancer,6,2,0,zombie,true,7591,id245,id246,DL7ddsvxyC39tP4TL,game80
baby,zombie,7,3,0,baby,true,11009,id246,id245,DL7ddsvxyC39tP4TL,game80
zombie,dancer,8,0,1,zombie,true,6220,id245,id246,DL7ddsvxyC39tP4TL,game80
baby,bunny,9,1,1,baby,true,2159,id246,id245,DL7ddsvxyC39tP4TL,game80
bunny,dancer,10,2,1,dancer,false,8216,id245,id246,DL7ddsvxyC39tP4TL,game80
dancer,zombie,11,3,1,zombie,false,4020,id246,id245,DL7ddsvxyC39tP4TL,game80
baby,zombie,12,0,2,baby,true,7697,id245,id246,DL7ddsvxyC39tP4TL,game80
dancer,bunny,13,1,2,dancer,true,4987,id246,id245,DL7ddsvxyC39tP4TL,game80
zombie,baby,14,2,2,zombie,true,4857,id245,id246,DL7ddsvxyC39tP4TL,game80
bunny,zombie,15,3,2,bunny,true,2482,id246,id245,DL7ddsvxyC39tP4TL,game80
dancer,zombie,16,0,3,zombie,false,9197,id245,id246,DL7ddsvxyC39tP4TL,game80
zombie,baby,17,1,3,zombie,true,11009,id246,id245,DL7ddsvxyC39tP4TL,game80
baby,bunny,18,2,3,baby,true,6196,id245,id246,DL7ddsvxyC39tP4TL,game80
bunny,baby,19,3,3,bunny,true,5335,id246,id245,DL7ddsvxyC39tP4TL,game80
banana,apple,0,0,NA,banana,true,8940,id248,id247,5EaTR8ZGFDCyFdwkf,game81
bird,dog,1,1,NA,bird,true,12102,id247,id248,5EaTR8ZGFDCyFdwkf,game81
star,lemon,2,2,NA,star,true,5781,id248,id247,5EaTR8ZGFDCyFdwkf,game81
pinwheel,crown,3,3,NA,pinwheel,true,8311,id247,id248,5EaTR8ZGFDCyFdwkf,game81
dancer,bunny,4,0,0,bunny,false,6226,id248,id247,5EaTR8ZGFDCyFdwkf,game81
bunny,zombie,5,1,0,zombie,false,8452,id247,id248,5EaTR8ZGFDCyFdwkf,game81
baby,dancer,6,2,0,dancer,false,20782,id248,id247,5EaTR8ZGFDCyFdwkf,game81
zombie,dancer,7,3,0,dancer,false,13831,id247,id248,5EaTR8ZGFDCyFdwkf,game81
baby,dancer,8,0,1,baby,true,18776,id248,id247,5EaTR8ZGFDCyFdwkf,game81
dancer,baby,9,1,1,dancer,true,13173,id247,id248,5EaTR8ZGFDCyFdwkf,game81
bunny,baby,10,2,1,bunny,true,7160,id248,id247,5EaTR8ZGFDCyFdwkf,game81
zombie,baby,11,3,1,zombie,true,4417,id247,id248,5EaTR8ZGFDCyFdwkf,game81
dancer,baby,12,0,2,dancer,true,10092,id248,id247,5EaTR8ZGFDCyFdwkf,game81
zombie,dancer,13,1,2,zombie,true,6110,id247,id248,5EaTR8ZGFDCyFdwkf,game81
baby,zombie,14,2,2,baby,true,6688,id248,id247,5EaTR8ZGFDCyFdwkf,game81
bunny,baby,15,3,2,bunny,true,8426,id247,id248,5EaTR8ZGFDCyFdwkf,game81
dancer,bunny,16,0,3,dancer,true,8486,id248,id247,5EaTR8ZGFDCyFdwkf,game81
baby,zombie,17,1,3,baby,true,5247,id247,id248,5EaTR8ZGFDCyFdwkf,game81
zombie,dancer,18,2,3,zombie,true,8601,id248,id247,5EaTR8ZGFDCyFdwkf,game81
bunny,dancer,19,3,3,bunny,true,6355,id247,id248,5EaTR8ZGFDCyFdwkf,game81
apple,banana,0,0,NA,banana,false,1666,id249,id250,6sYhrNGKfSytZ28qg,game82
dog,bird,1,1,NA,dog,true,24366,id250,id249,6sYhrNGKfSytZ28qg,game82
lemon,star,2,2,NA,star,false,51012,id249,id250,6sYhrNGKfSytZ28qg,game82
pinwheel,crown,3,3,NA,pinwheel,true,21042,id250,id249,6sYhrNGKfSytZ28qg,game82
dancer,bunny,4,0,0,bunny,false,29094,id249,id250,6sYhrNGKfSytZ28qg,game82
bunny,dancer,5,1,0,bunny,true,14305,id250,id249,6sYhrNGKfSytZ28qg,game82
baby,bunny,6,2,0,baby,true,10645,id249,id250,6sYhrNGKfSytZ28qg,game82
zombie,baby,7,3,0,zombie,true,13885,id250,id249,6sYhrNGKfSytZ28qg,game82
dancer,bunny,8,0,1,bunny,false,3430,id249,id250,6sYhrNGKfSytZ28qg,game82
zombie,dancer,9,1,1,zombie,true,12684,id250,id249,6sYhrNGKfSytZ28qg,game82
bunny,baby,10,2,1,bunny,true,9314,id249,id250,6sYhrNGKfSytZ28qg,game82
baby,bunny,11,3,1,bunny,false,32921,id250,id249,6sYhrNGKfSytZ28qg,game82
zombie,dancer,12,0,2,zombie,true,17072,id249,id250,6sYhrNGKfSytZ28qg,game82
baby,bunny,13,1,2,bunny,false,23148,id250,id249,6sYhrNGKfSytZ28qg,game82
bunny,baby,14,2,2,bunny,true,1219,id249,id250,6sYhrNGKfSytZ28qg,game82
dancer,baby,15,3,2,dancer,true,7698,id250,id249,6sYhrNGKfSytZ28qg,game82
dancer,baby,16,0,3,baby,false,4763,id249,id250,6sYhrNGKfSytZ28qg,game82
baby,bunny,17,1,3,baby,true,33160,id250,id249,6sYhrNGKfSytZ28qg,game82
bunny,dancer,18,2,3,dancer,false,20952,id249,id250,6sYhrNGKfSytZ28qg,game82
zombie,baby,19,3,3,zombie,true,20976,id250,id249,6sYhrNGKfSytZ28qg,game82
apple,banana,0,0,NA,apple,true,33266,id251,id252,hhgH3qxpXmvGT7bBS,game83
bird,dog,1,1,NA,bird,true,15848,id252,id251,hhgH3qxpXmvGT7bBS,game83
lemon,star,2,2,NA,lemon,true,31037,id251,id252,hhgH3qxpXmvGT7bBS,game83
crown,pinwheel,3,3,NA,pinwheel,false,45829,id252,id251,hhgH3qxpXmvGT7bBS,game83
bunny,dancer,4,0,0,bunny,true,17012,id251,id252,hhgH3qxpXmvGT7bBS,game83
baby,bunny,5,1,0,baby,true,13292,id252,id251,hhgH3qxpXmvGT7bBS,game83
zombie,dancer,6,2,0,zombie,true,11215,id251,id252,hhgH3qxpXmvGT7bBS,game83
dancer,zombie,7,3,0,zombie,false,39670,id252,id251,hhgH3qxpXmvGT7bBS,game83
dancer,bunny,8,0,1,bunny,false,19865,id251,id252,hhgH3qxpXmvGT7bBS,game83
bunny,dancer,9,1,1,bunny,true,16958,id252,id251,hhgH3qxpXmvGT7bBS,game83
zombie,bunny,10,2,1,zombie,true,6021,id251,id252,hhgH3qxpXmvGT7bBS,game83
baby,zombie,11,3,1,baby,true,14284,id252,id251,hhgH3qxpXmvGT7bBS,game83
baby,bunny,12,0,2,baby,true,8352,id251,id252,hhgH3qxpXmvGT7bBS,game83
dancer,zombie,13,1,2,dancer,true,46345,id252,id251,hhgH3qxpXmvGT7bBS,game83
zombie,dancer,14,2,2,zombie,true,15913,id251,id252,hhgH3qxpXmvGT7bBS,game83
bunny,zombie,15,3,2,bunny,true,11847,id252,id251,hhgH3qxpXmvGT7bBS,game83
zombie,dancer,16,0,3,zombie,true,10310,id251,id252,hhgH3qxpXmvGT7bBS,game83
baby,bunny,17,1,3,baby,true,12442,id252,id251,hhgH3qxpXmvGT7bBS,game83
dancer,zombie,18,2,3,dancer,true,27024,id251,id252,hhgH3qxpXmvGT7bBS,game83
bunny,dancer,19,3,3,bunny,true,34979,id252,id251,hhgH3qxpXmvGT7bBS,game83
banana,apple,0,0,NA,banana,true,27404,id258,id257,pe52k3Jo6b9iiZh7Z,game88
bird,dog,1,1,NA,bird,true,15625,id257,id258,pe52k3Jo6b9iiZh7Z,game88
lemon,star,2,2,NA,lemon,true,97038,id258,id257,pe52k3Jo6b9iiZh7Z,game88
crown,pinwheel,3,3,NA,pinwheel,false,9683,id257,id258,pe52k3Jo6b9iiZh7Z,game88
bunny,zombie,4,0,0,zombie,false,62547,id258,id257,pe52k3Jo6b9iiZh7Z,game88
zombie,baby,5,1,0,zombie,true,12035,id257,id258,pe52k3Jo6b9iiZh7Z,game88
dancer,bunny,6,2,0,dancer,true,73380,id258,id257,pe52k3Jo6b9iiZh7Z,game88
baby,dancer,7,3,0,baby,true,6234,id257,id258,pe52k3Jo6b9iiZh7Z,game88
zombie,dancer,8,0,1,zombie,true,15314,id258,id257,pe52k3Jo6b9iiZh7Z,game88
bunny,dancer,9,1,1,dancer,false,7283,id257,id258,pe52k3Jo6b9iiZh7Z,game88
dancer,zombie,10,2,1,dancer,true,17201,id258,id257,pe52k3Jo6b9iiZh7Z,game88
baby,dancer,11,3,1,baby,true,9237,id257,id258,pe52k3Jo6b9iiZh7Z,game88
dancer,baby,12,0,2,dancer,true,7156,id258,id257,pe52k3Jo6b9iiZh7Z,game88
zombie,baby,13,1,2,baby,false,4999,id257,id258,pe52k3Jo6b9iiZh7Z,game88
baby,dancer,14,2,2,baby,true,15788,id258,id257,pe52k3Jo6b9iiZh7Z,game88
bunny,baby,15,3,2,bunny,true,2338,id257,id258,pe52k3Jo6b9iiZh7Z,game88
bunny,baby,16,0,3,bunny,true,17473,id258,id257,pe52k3Jo6b9iiZh7Z,game88
dancer,zombie,17,1,3,dancer,true,1929,id257,id258,pe52k3Jo6b9iiZh7Z,game88
zombie,baby,18,2,3,zombie,true,19567,id258,id257,pe52k3Jo6b9iiZh7Z,game88
baby,bunny,19,3,3,baby,true,1795,id257,id258,pe52k3Jo6b9iiZh7Z,game88
apple,banana,0,0,NA,banana,false,28627,id259,id260,YPrXCErEg4XvgScYn,game89
dog,bird,1,1,NA,bird,false,9584,id260,id259,YPrXCErEg4XvgScYn,game89
star,lemon,2,2,NA,star,true,27069,id259,id260,YPrXCErEg4XvgScYn,game89
crown,pinwheel,3,3,NA,pinwheel,false,54473,id260,id259,YPrXCErEg4XvgScYn,game89
baby,bunny,4,0,0,bunny,false,4933,id259,id260,YPrXCErEg4XvgScYn,game89
zombie,bunny,5,1,0,bunny,false,4841,id260,id259,YPrXCErEg4XvgScYn,game89
dancer,bunny,6,2,0,bunny,false,4267,id259,id260,YPrXCErEg4XvgScYn,game89
bunny,baby,7,3,0,baby,false,24998,id260,id259,YPrXCErEg4XvgScYn,game89
baby,bunny,8,0,1,bunny,false,4002,id259,id260,YPrXCErEg4XvgScYn,game89
zombie,baby,9,1,1,zombie,true,19124,id260,id259,YPrXCErEg4XvgScYn,game89
bunny,zombie,10,2,1,zombie,false,1823,id259,id260,YPrXCErEg4XvgScYn,game89
dancer,bunny,11,3,1,dancer,true,3399,id260,id259,YPrXCErEg4XvgScYn,game89
dancer,baby,12,0,2,dancer,true,1586,id259,id260,YPrXCErEg4XvgScYn,game89
baby,dancer,13,1,2,baby,true,8785,id260,id259,YPrXCErEg4XvgScYn,game89
zombie,dancer,14,2,2,dancer,false,17672,id259,id260,YPrXCErEg4XvgScYn,game89
bunny,baby,15,3,2,baby,false,12368,id260,id259,YPrXCErEg4XvgScYn,game89
zombie,baby,16,0,3,zombie,true,18816,id259,id260,YPrXCErEg4XvgScYn,game89
baby,dancer,17,1,3,dancer,false,74754,id260,id259,YPrXCErEg4XvgScYn,game89
bunny,dancer,18,2,3,bunny,true,20891,id259,id260,YPrXCErEg4XvgScYn,game89
dancer,zombie,19,3,3,zombie,false,29955,id260,id259,YPrXCErEg4XvgScYn,game89
apple,banana,0,0,NA,banana,false,24927,id262,id261,s8G2akSrDJYZvy7ZM,game90
bird,dog,1,1,NA,bird,true,49959,id261,id262,s8G2akSrDJYZvy7ZM,game90
lemon,star,2,2,NA,lemon,true,10755,id262,id261,s8G2akSrDJYZvy7ZM,game90
crown,pinwheel,3,3,NA,pinwheel,false,25322,id261,id262,s8G2akSrDJYZvy7ZM,game90
dancer,zombie,4,0,0,zombie,false,11267,id262,id261,s8G2akSrDJYZvy7ZM,game90
bunny,zombie,5,1,0,bunny,true,53210,id261,id262,s8G2akSrDJYZvy7ZM,game90
zombie,bunny,6,2,0,zombie,true,10815,id262,id261,s8G2akSrDJYZvy7ZM,game90
baby,zombie,7,3,0,zombie,false,21457,id261,id262,s8G2akSrDJYZvy7ZM,game90
bunny,baby,8,0,1,baby,false,11344,id262,id261,s8G2akSrDJYZvy7ZM,game90
baby,dancer,9,1,1,dancer,false,19188,id261,id262,s8G2akSrDJYZvy7ZM,game90
zombie,bunny,10,2,1,zombie,true,7527,id262,id261,s8G2akSrDJYZvy7ZM,game90
dancer,bunny,11,3,1,bunny,false,21609,id261,id262,s8G2akSrDJYZvy7ZM,game90
dancer,zombie,12,0,2,zombie,false,9608,id262,id261,s8G2akSrDJYZvy7ZM,game90
baby,dancer,13,1,2,dancer,false,14391,id261,id262,s8G2akSrDJYZvy7ZM,game90
zombie,baby,14,2,2,zombie,true,6246,id262,id261,s8G2akSrDJYZvy7ZM,game90
bunny,dancer,15,3,2,bunny,true,8768,id261,id262,s8G2akSrDJYZvy7ZM,game90
baby,bunny,16,0,3,baby,true,10900,id262,id261,s8G2akSrDJYZvy7ZM,game90
bunny,zombie,17,1,3,bunny,true,23594,id261,id262,s8G2akSrDJYZvy7ZM,game90
zombie,bunny,18,2,3,zombie,true,5182,id262,id261,s8G2akSrDJYZvy7ZM,game90
dancer,zombie,19,3,3,dancer,true,40218,id261,id262,s8G2akSrDJYZvy7ZM,game90
banana,apple,0,0,NA,banana,true,30889,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
bird,dog,1,1,NA,bird,true,15224,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
lemon,star,2,2,NA,lemon,true,16905,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
pinwheel,crown,3,3,NA,pinwheel,true,18943,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
dancer,baby,4,0,0,dancer,true,15751,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
bunny,dancer,5,1,0,bunny,true,28232,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
baby,bunny,6,2,0,baby,true,51165,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
zombie,bunny,7,3,0,zombie,true,25019,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
zombie,bunny,8,0,1,zombie,true,22151,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
dancer,zombie,9,1,1,dancer,true,37928,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
bunny,dancer,10,2,1,dancer,false,29349,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
baby,zombie,11,3,1,baby,true,27418,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
baby,zombie,12,0,2,baby,true,14168,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
dancer,baby,13,1,2,dancer,true,20987,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
zombie,baby,14,2,2,zombie,true,23007,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
bunny,dancer,15,3,2,bunny,true,28724,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
dancer,baby,16,0,3,dancer,true,17427,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
baby,zombie,17,1,3,baby,true,20433,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
zombie,baby,18,2,3,zombie,true,8614,id270,id269,RoKWAqdNZ9kLZ2EwK,game94
bunny,baby,19,3,3,bunny,true,29407,id269,id270,RoKWAqdNZ9kLZ2EwK,game94
